Gender,Measures,Weights,Age
M,"(1.45, 1.1, 0.4)","(9.53960675, 5.68407475, 7.04485075)",9
M,"(1.65, 1.3, 0.475)","(21.4038725, 8.448151, 11.3398)",10
I,"(1.4625, 1.175, 0.425)","(10.47514025, 6.78970525, 8.9300925)",10
F,"(1.625, 1.475, 0.55)","(21.829115, 10.716111, 12.3320325)",11
M,"(1.6125, 1.3125, 0.4)","(21.13455225, 6.9456275, 12.26115875)",11
I,"(1.35, 1.075, 0.425)","(10.56018875, 5.14543425, 6.80388)",9
M,"(0.9625, 0.6375, 0.25)","(3.8838815, 1.927766, 2.608154)",8
I,"(0.7875, 0.575, 0.225)","(1.2190285, 1.13398, 1.13398)",7
I,"(0.8125, 0.6125, 0.175)","(2.14038725, 0.72291225, 1.2757275)",6
M,"(1.2625, 0.9625, 0.2625)","(6.7755305, 3.52951275, 4.40834725)",9
M,"(1.15, 0.8875, 0.35)","(5.8683465, 3.2601925, 4.932813)",10
I,"(1.2875, 1.0375, 0.3375)","(8.0796075, 4.309124, 6.9456275)",10
F,"(1.725, 1.35, 0.3875)","(17.690088, 8.80251975, 11.056305)",9
I,"(1.625, 1.3, 0.375)","(15.57805025, 8.391452, 9.36950975)",10
M,"(1.375, 1.125, 0.4375)","(10.67358675, 6.0951425, 11.3398)",14
I,"(0.5125, 0.375, 0.1375)","(0.72291225, 0.4252425, 0.340194)",5
F,"(1.75, 1.4375, 0.5125)","(17.1514475, 12.6722265, 15.252031)",13
M,"(1.65, 1.3125, 0.45)","(16.48523425, 10.8011595, 10.546014)",10
I,"(1.2375, 0.825, 0.25)","(5.0178615, 2.6932025, 4.252425)",7
F,"(1.425, 1.15, 0.425)","(11.69416875, 6.25106475, 10.77281)",14
M,"(1.4125, 1.1, 0.3875)","(9.865626, 6.1518415, 7.37087)",11
M,"(1.6125, 1.225, 0.4)","(15.18115725, 9.48290775, 8.97261675)",9
I,"(1.1125, 0.8625, 0.2625)","(4.74854125, 2.87747425, 3.3168915)",7
I,"(1.075, 0.8, 0.275)","(4.74854125, 2.891649, 2.9766975)",8
I,"(0.925, 0.675, 0.2375)","(3.75630875, 1.1623295, 1.74349425)",6
M,"(1.4625, 1.1625, 0.375)","(12.23280925, 7.21494775, 7.0023265)",9
M,"(1.15, 0.8625, 0.3)","(6.90310325, 3.33106625, 3.742134)",8
I,"(0.675, 0.5125, 0.125)","(0.850485, 0.52446575, 0.8221355)",6
M,"(1.6, 1.325, 0.4125)","(13.50853675, 8.50485, 9.922325)",11
F,"(1.4625, 1.1625, 0.425)","(10.95708175, 6.350288, 7.5126175)",12
I,"(1.35, 1.0625, 0.325)","(10.41844125, 3.86970675, 6.973977)",11
F,"(1.6125, 1.275, 0.45)","(22.15513425, 9.128539, 13.25339125)",12
F,"(1.6125, 1.25, 0.5625)","(16.6411565, 11.49572225, 11.623295)",15
F,"(1.4125, 1.1125, 0.3875)","(9.6671795, 5.82582225, 7.01650125)",10
I,"(0.725, 0.5625, 0.1875)","(2.0128145, 1.6726205, 1.2757275)",9
M,"(1.4875, 1.1625, 0.4375)","(11.38232425, 7.200773, 11.056305)",13
M,"(1.45, 1.125, 0.3625)","(15.5071765, 5.59902625, 6.50621025)",8
F,"(1.525, 1.1625, 0.4)","(13.70698325, 7.12989925, 7.93786)",10
I,"(1.5625, 1.2125, 0.375)","(12.417081, 8.12213175, 7.881161)",9
F,"(1.0875, 0.8125, 0.275)","(5.046211, 2.79242575, 4.3941725)",7
I,"(0.9, 0.65, 0.2)","(2.097863, 0.89300925, 1.70097)",5
F,"(1.375, 1.0375, 0.45)","(14.231449, 8.5331995, 8.8166945)",9
I,"(1.2875, 1.05, 0.3375)","(9.5537815, 4.082328, 5.8116475)",13
F,"(0.725, 0.525, 0.1875)","(3.2034935, 1.91359125, 0.9922325)",6
I,"(1.1875, 0.8875, 0.25)","(7.18659825, 2.5798045, 3.96893)",8
M,"(1.4375, 1.1125, 0.3625)","(10.75863525, 4.57844425, 7.654365)",10
F,"(1.2, 1.0, 0.3125)","(6.02426875, 5.0745605, 6.80388)",15
M,"(1.6625, 1.3375, 0.5625)","(21.36134825, 11.0846545, 25.0893075)",27
M,"(1.75, 1.3875, 0.5)","(20.695135, 10.39009175, 16.8679525)",11
F,"(1.5625, 1.225, 0.475)","(21.16290175, 11.63746975, 10.92873225)",11
M,"(1.925, 1.5125, 0.4375)","(22.69377475, 14.911837, 10.0640725)",11
I,"(0.4375, 0.325, 0.1375)","(0.29766975, 0.18427175, 0.35436875)",5
M,"(1.5, 1.2375, 0.4875)","(10.886208, 5.386405, 10.6310625)",26
M,"(1.825, 1.4875, 0.575)","(32.50270175, 11.8784405, 25.4295015)",17
F,"(1.6125, 1.225, 0.4)","(13.99047825, 8.94426725, 8.4765005)",9
F,"(1.375, 1.0375, 0.3375)","(8.561549, 5.0745605, 7.37087)",23
I,"(0.275, 0.225, 0.075)","(0.07087375, 0.056699, 0.0850485)",3
I,"(0.775, 0.5625, 0.175)","(12.3320325, 0.4252425, 1.13398)",5
M,"(1.5, 1.175, 0.3875)","(12.40290625, 5.556502, 9.2135875)",20
F,"(1.3625, 1.05, 0.4375)","(7.257472, 5.03203625, 7.7961125)",10
I,"(1.475, 1.1875, 0.3625)","(13.25339125, 5.8683465, 7.3425205)",10
M,"(1.525, 1.1875, 0.4375)","(11.5949455, 7.3992195, 9.128539)",9
F,"(1.4875, 1.175, 0.4125)","(13.9196045, 5.40057975, 8.1930055)",9
I,"(1.175, 0.9375, 0.2625)","(4.72019175, 3.061746, 4.819415)",10
F,"(1.45, 1.1375, 0.3)","(13.5794105, 7.75358825, 7.5126175)",10
M,"(1.6125, 1.25, 0.4)","(19.050864, 9.241937, 8.9300925)",9
I,"(0.3875, 0.2625, 0.125)","(0.1417475, 0.09922325, 0.1417475)",4
M,"(1.6125, 1.2875, 0.4625)","(16.54193325, 8.94426725, 11.623295)",19
M,"(1.4625, 1.1875, 0.3)","(11.623295, 5.99591925, 7.93786)",14
F,"(1.45, 1.1875, 0.3375)","(11.0846545, 4.6776675, 7.7961125)",14
I,"(0.825, 0.5625, 0.1875)","(2.67902775, 1.11980525, 1.20485375)",7
M,"(1.25, 0.95, 0.3)","(7.7394135, 3.8271825, 4.1106775)",9
F,"(1.5625, 1.2125, 0.4)","(16.7545545, 7.3425205, 9.87980075)",9
F,"(1.5625, 1.2, 0.5)","(17.22232125, 8.66077225, 10.0640725)",9
I,"(1.1, 0.8375, 0.2875)","(4.9044635, 2.16873675, 3.2034935)",7
F,"(1.75, 1.3125, 0.475)","(20.0430965, 10.3475675, 12.190285)",10
I,"(1.3375, 1.05, 0.3625)","(11.283101, 5.57067675, 7.087375)",17
M,"(1.4125, 1.125, 0.35)","(10.73028575, 6.917278, 7.5126175)",12
F,"(1.5, 1.1875, 0.425)","(13.90542975, 7.01650125, 8.788345)",10
F,"(1.325, 0.9625, 0.3125)","(8.1930055, 4.2807745, 5.10291)",10
I,"(0.85, 0.65, 0.2125)","(2.31048425, 0.94970825, 1.70097)",6
M,"(1.675, 1.3125, 0.45)","(20.638436, 9.7238785, 10.8011595)",9
F,"(1.25, 0.95, 0.3875)","(6.81805475, 4.0539785, 5.8116475)",17
M,"(1.325, 1.0875, 0.3875)","(8.164656, 4.52174525, 5.8116475)",10
I,"(0.95, 0.6875, 0.275)","(3.118445, 1.51669825, 2.14038725)",6
F,"(1.0875, 0.8, 0.3)","(4.309124, 2.59397925, 3.5436875)",11
M,"(1.575, 1.2875, 0.4375)","(13.947954, 7.0023265, 10.489315)",11
I,"(0.8, 0.5375, 0.2375)","(3.96893, 1.8994165, 2.50893075)",6
F,"(1.675, 1.3, 0.475)","(14.84096325, 8.77417025, 12.11941125)",13
M,"(1.5625, 1.175, 0.4375)","(17.1514475, 7.314171, 7.6827145)",9
I,"(0.7, 0.525, 0.1875)","(1.5025235, 0.75126175, 0.850485)",6
F,"(1.4375, 1.1875, 0.4)","(10.21999475, 6.2652395, 7.6827145)",9
I,"(1.35, 1.0625, 0.3375)","(9.85145125, 4.37999775, 6.0384435)",8
M,"(1.625, 1.275, 0.3875)","(20.45416425, 8.448151, 9.4970825)",9
I,"(0.95, 0.7125, 0.2125)","(3.2601925, 1.14815475, 1.984465)",6
I,"(1.25, 0.9875, 0.3625)","(9.412034, 5.14543425, 6.95980225)",8
M,"(1.1375, 0.875, 0.2625)","(4.46504625, 2.3530085, 3.8271825)",9
F,"(1.65, 1.3125, 0.5)","(18.49804875, 8.49067525, 11.963489)",11
M,"(1.225, 0.9875, 0.3375)","(6.0384435, 2.62232875, 6.0951425)",14
M,"(1.2125, 0.9875, 0.35)","(6.47786075, 3.6003865, 6.3786375)",14
M,"(1.4125, 1.1375, 0.375)","(12.94154675, 6.78970525, 6.520385)",9
I,"(1.15, 0.8875, 0.275)","(5.71242425, 2.2963095, 3.685435)",7
I,"(0.9625, 0.7, 0.2125)","(2.7499015, 1.077281, 1.8994165)",8
I,"(0.6875, 0.4875, 0.225)","(1.54504775, 0.83631025, 1.00640725)",6
I,"(1.4375, 1.125, 0.325)","(11.4248485, 4.86193925, 6.0384435)",10
M,"(1.3875, 1.0875, 0.3625)","(11.453198, 6.44951125, 7.2291225)",8
M,"(1.1875, 0.9375, 0.3125)","(7.8528115, 3.2601925, 5.10291)",10
M,"(1.275, 1.0, 0.35)","(7.3425205, 4.2807745, 6.520385)",10
F,"(1.625, 1.275, 0.425)","(20.53921275, 9.8939755, 11.0846545)",10
I,"(1.375, 1.0375, 0.375)","(10.02154825, 4.989512, 6.690482)",10
F,"(1.7625, 1.3875, 0.4875)","(20.14231975, 11.94931425, 14.628342)",12
M,"(1.1, 0.8, 0.3)","(6.90310325, 2.608154, 2.90582375)",8
F,"(1.1625, 0.8875, 0.2875)","(5.54232725, 3.345241, 3.572037)",7
I,"(0.4625, 0.9375, 0.3)","(5.556502, 2.96252275, 4.252425)",6
F,"(1.5875, 1.3125, 0.45)","(17.973583, 9.015141, 10.2908685)",11
F,"(1.3, 1.075, 0.375)","(8.561549, 4.46504625, 6.6621325)",11
I,"(1.2875, 0.9375, 0.35)","(7.07320025, 3.9972795, 6.27941425)",10
M,"(1.1375, 0.8625, 0.375)","(4.77689075, 3.5436875, 6.0951425)",13
M,"(1.2875, 0.95, 0.4375)","(9.2135875, 4.479221, 8.788345)",14
M,"(1.2875, 0.925, 0.2875)","(9.68135425, 4.3941725, 4.139027)",9
I,"(0.825, 0.6375, 0.2375)","(1.871067, 0.72291225, 1.70097)",6
M,"(1.525, 1.2125, 0.425)","(16.9246515, 8.60407325, 9.355335)",9
I,"(1.3625, 1.075, 0.325)","(10.149121, 4.3374735, 5.82582225)",8
I,"(0.875, 0.65, 0.2375)","(2.79242575, 1.2190285, 1.984465)",8
F,"(1.4625, 1.125, 0.3625)","(13.73533275, 6.860579, 6.23689)",9
I,"(0.6875, 0.5125, 0.1875)","(1.2757275, 0.80796075, 0.9922325)",6
I,"(0.45, 0.3375, 0.2)","(0.41106775, 0.1984465, 0.283495)",5
I,"(1.2375, 0.975, 0.3125)","(8.051258, 4.592619, 5.6699)",11
I,"(1.125, 0.85, 0.2625)","(5.953395, 2.62232875, 3.40194)",8
I,"(1.325, 1.05, 0.325)","(8.391452, 3.52951275, 5.613201)",8
M,"(0.6375, 0.4875, 0.1625)","(0.89300925, 0.510291, 0.7654365)",8
M,"(1.1875, 0.8875, 0.3)","(6.633783, 2.87747425, 3.8271825)",8
F,"(1.625, 1.25, 0.475)","(18.18620425, 9.6104805, 12.03436275)",9
I,"(1.0875, 0.8625, 0.3)","(6.2652395, 3.175144, 3.5436875)",7
F,"(1.175, 0.9, 0.275)","(6.7188315, 3.6003865, 3.685435)",6
M,"(1.475, 1.2125, 0.3)","(11.056305, 5.159609, 8.221355)",16
F,"(1.5625, 1.225, 0.3875)","(13.721158, 7.8528115, 8.77417025)",9
F,"(1.325, 1.0, 0.4125)","(8.09378225, 5.59902625, 6.520385)",12
I,"(0.9375, 0.6875, 0.2125)","(3.0900955, 1.417475, 1.71514475)",7
F,"(1.6125, 1.2625, 0.4125)","(15.592225, 8.54737425, 9.4970825)",11
I,"(1.1875, 0.9, 0.275)","(5.0178615, 2.73572675, 4.1106775)",9
M,"(1.5, 1.2125, 0.4375)","(14.16057525, 7.98038425, 10.77281)",13
M,"(1.2125, 0.975, 0.3)","(7.1157245, 3.81300775, 4.7910655)",8
M,"(1.1875, 0.9375, 0.325)","(5.88252125, 3.30271675, 4.819415)",10
M,"(1.8, 1.4375, 0.575)","(25.04678325, 11.29727575, 18.8524175)",16
M,"(1.7, 1.325, 0.5125)","(16.51358375, 9.5537815, 13.1825175)",14
F,"(1.25, 0.9625, 0.2625)","(5.08873525, 3.10427025, 4.819415)",17
M,"(1.525, 1.125, 0.475)","(14.6566915, 7.07320025, 8.32057825)",10
F,"(1.6875, 1.3625, 0.4875)","(19.40523275, 10.47514025, 17.1514475)",20
M,"(1.7875, 1.375, 0.475)","(29.66775175, 11.5382465, 14.38737125)",12
F,"(1.4625, 1.125, 0.375)","(13.2392165, 5.7549485, 6.3786375)",7
F,"(1.6375, 1.25, 0.5125)","(17.61921425, 10.56018875, 12.85649825)",11
F,"(1.6375, 1.3, 0.5)","(20.2131935, 8.901743, 13.210867)",9
I,"(0.975, 0.75, 0.225)","(3.01922175, 1.5025235, 2.26796)",7
M,"(1.3375, 1.075, 0.3875)","(9.31281075, 4.7910655, 6.9456275)",10
I,"(1.0, 0.7375, 0.2375)","(3.13261975, 1.63009625, 1.871067)",6
M,"(1.5, 1.1875, 0.5125)","(14.89766225, 8.15048125, 8.731646)",9
F,"(1.4125, 1.125, 0.3375)","(10.9712565, 4.23825025, 8.788345)",12
M,"(1.5125, 1.1875, 0.4375)","(15.80484625, 8.66077225, 9.7238785)",9
M,"(1.4375, 1.1125, 0.425)","(15.5638755, 6.16601625, 6.463686)",9
F,"(1.3625, 1.1125, 0.375)","(10.02154825, 4.6209685, 5.8683465)",9
F,"(1.5, 1.1875, 0.375)","(16.3009625, 5.556502, 8.6465975)",9
M,"(1.8, 1.4625, 0.55)","(25.95396725, 12.700576, 13.5794105)",11
F,"(1.3, 0.9375, 0.3375)","(6.2652395, 3.3168915, 4.819415)",8
M,"(1.475, 1.125, 0.3875)","(10.4609655, 6.05261825, 6.80388)",8
M,"(1.25, 1.025, 0.375)","(7.98038425, 3.8838815, 6.23689)",11
F,"(1.4375, 1.125, 0.3)","(12.6722265, 4.7910655, 7.7961125)",12
I,"(1.15, 0.8625, 0.3)","(5.613201, 2.50893075, 3.0333965)",7
F,"(1.15, 0.9375, 0.3)","(5.03203625, 3.118445, 4.252425)",7
M,"(1.5875, 1.275, 0.4625)","(15.422128, 9.015141, 10.6877615)",8
M,"(1.5, 1.175, 0.4)","(12.5021295, 5.71242425, 8.6465975)",10
M,"(1.5875, 1.25, 0.425)","(17.3215445, 8.7599955, 11.850091)",12
I,"(0.8875, 0.6625, 0.2125)","(3.458639, 1.48834875, 1.70097)",6
I,"(1.0875, 0.825, 0.2375)","(6.2085405, 2.1262125, 2.50893075)",6
M,"(1.5625, 1.2, 0.3625)","(13.16834275, 6.93145275, 9.2702865)",10
M,"(0.975, 0.7, 0.3125)","(8.60407325, 2.70737725, 4.0539785)",7
I,"(1.1875, 0.875, 0.3125)","(5.40057975, 2.2396105, 3.84135725)",9
M,"(0.725, 0.5625, 0.2)","(1.51669825, 0.737087, 1.2757275)",10
M,"(1.575, 1.175, 0.375)","(15.2803805, 6.59125875, 8.83086925)",12
M,"(1.2, 0.8875, 0.4)","(6.2652395, 3.005047, 6.7755305)",8
I,"(1.4375, 1.125, 0.375)","(12.7289255, 4.706017, 6.0951425)",10
F,"(1.525, 1.225, 0.425)","(16.03164225, 6.76135575, 8.3631025)",15
F,"(1.125, 0.9, 0.275)","(5.7549485, 2.324659, 3.685435)",12
M,"(1.475, 1.1375, 0.3625)","(13.4660125, 5.386405, 8.0796075)",14
M,"(1.8625, 1.4125, 0.5375)","(25.401152, 12.99824575, 14.17475)",11
M,"(1.65, 1.275, 0.45)","(14.17475, 6.61960825, 9.6104805)",10
M,"(1.4, 1.1, 0.4)","(14.27397325, 7.89533575, 7.37087)",10
M,"(1.5625, 1.225, 0.4125)","(14.67086625, 8.80251975, 9.82310175)",10
F,"(0.9375, 0.675, 0.3375)","(7.711064, 3.7137845, 4.74854125)",7
M,"(1.3375, 1.05, 0.4)","(7.7961125, 4.649318, 6.3786375)",15
I,"(1.3625, 1.05, 0.4125)","(12.00601325, 6.22271525, 6.463686)",8
I,"(1.15, 0.875, 0.275)","(6.02426875, 2.8066005, 3.89805625)",7
M,"(1.1375, 0.875, 0.275)","(5.6699, 3.1467945, 3.69960975)",8
M,"(1.8375, 1.425, 0.525)","(33.18308975, 13.1258185, 15.06775925)",10
I,"(0.7625, 0.55, 0.175)","(1.757669, 0.8788345, 1.0489315)",5
M,"(1.625, 1.3, 0.525)","(18.89494175, 8.731646, 13.04077)",11
F,"(1.0375, 0.8125, 0.2875)","(3.98310475, 2.16873675, 3.118445)",9
I,"(0.9, 0.6875, 0.275)","(2.6932025, 1.48834875, 2.4097075)",10
M,"(1.575, 1.25, 0.4625)","(16.40018575, 8.85921875, 10.886208)",10
F,"(1.4, 1.075, 0.3625)","(11.04213025, 6.59125875, 6.9456275)",9
F,"(1.7625, 1.3875, 0.5)","(13.36678925, 9.17106325, 14.74174)",19
I,"(0.6125, 0.45, 0.1625)","(0.850485, 0.3685435, 0.60951425)",4
F,"(1.5875, 1.225, 0.3875)","(13.53688625, 8.60407325, 8.94426725)",9
I,"(1.2375, 0.9375, 0.2875)","(8.788345, 3.24601775, 3.95475525)",8
M,"(1.4, 1.125, 0.4625)","(10.78698475, 4.9611625, 11.623295)",19
F,"(1.5875, 1.2375, 0.4375)","(20.0430965, 7.72523875, 9.1568885)",9
M,"(1.25, 0.975, 0.3125)","(7.04485075, 3.3168915, 3.7137845)",6
I,"(0.7625, 0.575, 0.1875)","(1.68679525, 0.86465975, 1.417475)",6
F,"(1.6125, 1.275, 0.5)","(17.6050395, 10.4042665, 13.04077)",12
M,"(1.4, 1.0375, 0.325)","(10.47514025, 4.819415, 5.54232725)",8
F,"(1.65, 1.25, 0.4125)","(12.99824575, 8.448151, 10.489315)",12
M,"(1.5625, 1.225, 0.3)","(12.927372, 5.10291, 6.6054335)",10
F,"(1.0875, 0.8125, 0.2875)","(4.365823, 2.664853, 3.40194)",7
M,"(1.2125, 0.9625, 0.2625)","(8.391452, 2.948348, 3.7704835)",7
M,"(1.3375, 1.0875, 0.35)","(10.58853825, 6.4920355, 6.22271525)",8
I,"(0.975, 0.775, 0.2125)","(5.1312595, 1.97029025, 2.2396105)",7
F,"(1.6875, 1.3125, 0.3875)","(17.803486, 9.65300475, 11.90679)",9
F,"(1.525, 1.2, 0.4375)","(11.0846545, 6.123492, 11.90679)",15
F,"(1.45, 1.15, 0.45)","(11.60912025, 7.35669525, 7.824462)",8
I,"(1.1, 0.8625, 0.3)","(4.69184225, 2.3530085, 3.118445)",7
I,"(0.6875, 0.5, 0.1625)","(1.34660125, 0.58116475, 0.850485)",7
F,"(1.6875, 1.3375, 0.4625)","(19.94387325, 11.396499, 11.3398)",11
M,"(1.15, 0.9375, 0.325)","(7.10154975, 3.3735905, 5.5281525)",9
I,"(1.2875, 0.9875, 0.3125)","(7.64019025, 2.721552, 4.819415)",8
I,"(0.6875, 0.5, 0.1875)","(0.86465975, 0.5386405, 0.850485)",7
I,"(0.9625, 0.725, 0.225)","(2.42388225, 1.40330025, 2.26796)",7
M,"(1.5125, 1.25, 0.4375)","(13.50853675, 6.577084, 10.6310625)",12
M,"(1.6, 1.2375, 0.4125)","(19.220961, 8.278054, 7.540967)",11
M,"(1.6875, 1.2875, 0.375)","(15.762322, 8.06543275, 11.66581925)",11
F,"(1.1, 0.85, 0.25)","(5.329706, 2.4664065, 3.685435)",10
M,"(1.3625, 1.125, 0.4)","(8.29222875, 4.37999775, 10.3475675)",16
I,"(1.2125, 0.9375, 0.3125)","(7.10154975, 3.81300775, 4.32329875)",8
F,"(1.6125, 1.3, 0.525)","(17.463292, 10.36174225, 13.437663)",16
I,"(1.25, 0.975, 0.325)","(5.99591925, 2.948348, 4.97533725)",9
I,"(1.1375, 0.875, 0.2625)","(6.0384435, 3.0333965, 3.16096925)",7
I,"(0.7875, 0.5875, 0.1875)","(1.4458245, 0.793786, 1.14815475)",4
M,"(1.15, 0.875, 0.3125)","(5.34388075, 3.24601775, 5.2446575)",9
F,"(1.4625, 1.05, 0.3875)","(12.530479, 6.10931725, 8.15048125)",13
F,"(1.5625, 1.2125, 0.4375)","(20.79435825, 7.69688925, 9.412034)",9
M,"(1.225, 0.95, 0.35)","(6.9456275, 4.7343665, 5.2446575)",10
F,"(1.6, 1.2, 0.4875)","(13.93377925, 6.64795775, 10.0073735)",9
F,"(1.375, 1.075, 0.35)","(7.27164675, 5.273007, 6.3786375)",9
I,"(0.9375, 0.7, 0.2125)","(2.42388225, 1.37495075, 2.041164)",7
I,"(1.3875, 1.15, 0.3625)","(10.90038275, 4.479221, 7.83863675)",11
F,"(1.625, 1.2875, 0.5375)","(15.989118, 9.1568885, 12.0485375)",16
F,"(1.25, 1.0, 0.3125)","(6.78970525, 3.572037, 5.2446575)",10
I,"(1.4625, 1.15, 0.35)","(9.241937, 4.3374735, 7.5126175)",9
I,"(1.3625, 0.9375, 0.3)","(6.73300625, 3.27436725, 4.89028875)",8
M,"(1.475, 1.175, 0.45)","(11.92096475, 7.95203475, 10.20582)",13
I,"(1.4, 1.1125, 0.3875)","(8.51902475, 5.9250455, 7.7961125)",16
M,"(1.5375, 1.1875, 0.425)","(13.59358525, 8.561549, 8.50485)",10
I,"(1.25, 0.9375, 0.3625)","(6.7755305, 3.89805625, 5.2446575)",9
I,"(1.3375, 1.025, 0.325)","(7.597666, 3.47281375, 5.59902625)",9
M,"(1.6, 1.275, 0.425)","(16.0741665, 8.7032965, 11.5949455)",10
I,"(1.3375, 0.9625, 0.45)","(14.04717725, 6.50621025, 8.618248)",8
I,"(1.45, 1.15, 0.35)","(11.72251825, 5.23048275, 7.654365)",10
F,"(1.1625, 0.875, 0.3375)","(7.3425205, 4.09650275, 4.9611625)",8
F,"(1.75, 1.4375, 0.5)","(21.98503725, 11.24057675, 13.0691195)",11
M,"(1.4, 1.125, 0.4)","(12.246984, 5.046211, 7.37087)",15
F,"(1.625, 1.225, 0.3875)","(15.4504775, 6.463686, 8.66077225)",9
M,"(1.2875, 0.975, 0.35)","(9.6671795, 3.75630875, 3.3735905)",8
I,"(1.0125, 0.725, 0.225)","(3.175144, 2.1262125, 2.31048425)",7
F,"(1.45, 1.125, 0.375)","(11.1413535, 6.010094, 8.20718025)",9
M,"(1.625, 1.2625, 0.425)","(19.7029025, 9.96484925, 11.1980525)",11
M,"(1.6125, 1.275, 0.475)","(17.1514475, 9.7805775, 13.60776)",9
F,"(1.425, 1.1125, 0.3875)","(7.994559, 4.5075705, 6.6621325)",14
F,"(1.6375, 1.2875, 0.45)","(17.56251525, 7.04485075, 14.0897015)",11
I,"(1.275, 1.0125, 0.325)","(8.68912175, 3.27436725, 4.20990075)",8
F,"(1.15, 0.875, 0.2875)","(5.74077375, 3.16096925, 3.30271675)",6
M,"(1.3625, 1.025, 0.35)","(6.3219385, 4.53592, 6.6621325)",13
F,"(0.9625, 0.7625, 0.3125)","(4.139027, 1.57339725, 2.26796)",10
F,"(1.2375, 0.9375, 0.375)","(7.41339425, 3.8271825, 5.046211)",11
M,"(1.6, 1.3125, 0.45)","(13.79203175, 8.49067525, 11.55242125)",10
F,"(1.5875, 1.275, 0.425)","(15.081934, 7.6827145, 10.035723)",9
I,"(1.1625, 0.8875, 0.2625)","(5.91087075, 2.76407625, 3.35941575)",7
M,"(1.6, 1.2125, 0.375)","(14.72756525, 6.293589, 9.00096625)",10
M,"(1.425, 1.1375, 0.4375)","(13.62193475, 6.08096775, 8.221355)",9
M,"(1.6, 1.3125, 0.5)","(12.47378, 8.71747125, 13.324265)",16
F,"(1.2, 0.95, 0.3625)","(6.577084, 3.9972795, 6.520385)",12
F,"(1.4375, 1.2, 0.4125)","(14.4865945, 5.93922025, 8.674947)",9
M,"(1.425, 1.05, 0.3875)","(10.6877615, 5.4714535, 9.63883)",13
I,"(1.1625, 0.925, 0.2875)","(4.29494925, 2.65067825, 4.12485225)",9
M,"(1.5, 1.2375, 0.4375)","(17.179797, 7.824462, 9.76640275)",11
M,"(1.225, 0.975, 0.3375)","(6.860579, 2.721552, 5.20213325)",15
M,"(1.0375, 0.7875, 0.2875)","(5.71242425, 1.8427175, 2.9199985)",9
I,"(1.05, 0.8125, 0.3125)","(4.46504625, 2.90582375, 3.2601925)",9
M,"(1.6, 1.2625, 0.4125)","(17.42076775, 8.60407325, 11.056305)",18
F,"(1.15, 0.825, 0.375)","(5.91087075, 5.11708475, 3.5436875)",10
M,"(1.3125, 1.075, 0.4125)","(10.659412, 5.51397775, 7.12989925)",16
F,"(1.0, 0.8, 0.275)","(3.98310475, 2.79242575, 2.83495)",8
M,"(1.25, 0.975, 0.3375)","(10.2341695, 4.46504625, 6.76135575)",9
I,"(0.8, 0.5875, 0.225)","(2.778251, 0.94970825, 1.190679)",7
F,"(1.1875, 0.875, 0.2875)","(5.499803, 4.12485225, 3.5436875)",13
I,"(0.875, 0.625, 0.175)","(1.85689225, 1.360776, 1.530873)",6
I,"(1.4375, 1.125, 0.3625)","(13.25339125, 5.10291, 6.1518415)",9
I,"(1.55, 1.175, 0.3875)","(12.6722265, 4.8477645, 8.051258)",11
F,"(1.325, 1.1, 0.3375)","(8.8733935, 4.86193925, 6.19436575)",9
M,"(1.0625, 0.8375, 0.25)","(4.97533725, 2.608154, 3.8271825)",9
M,"(1.5625, 1.2, 0.4)","(18.63979625, 7.44174375, 7.89533575)",9
F,"(1.55, 1.2125, 0.4375)","(15.0535845, 8.71747125, 10.489315)",11
M,"(0.9625, 0.75, 0.2375)","(2.50893075, 1.6726205, 2.4097075)",9
I,"(0.8625, 0.6375, 0.2125)","(2.9766975, 1.0489315, 1.417475)",5
F,"(1.1875, 0.9375, 0.375)","(5.54232725, 3.44446425, 5.51397775)",12
F,"(1.2125, 1.0, 0.3875)","(6.690482, 5.1879585, 7.2291225)",11
F,"(1.5, 1.175, 0.3375)","(13.19669225, 5.54232725, 7.484268)",11
I,"(0.8, 0.5875, 0.1625)","(1.644271, 0.63786375, 1.417475)",5
M,"(1.0, 0.775, 0.275)","(3.912231, 1.6159215, 2.83495)",11
I,"(1.0875, 0.9375, 0.275)","(4.819415, 2.154562, 4.1106775)",8
M,"(1.425, 1.15, 0.3875)","(12.870673, 5.8116475, 7.5126175)",11
F,"(1.525, 1.15, 0.3875)","(12.06271225, 5.59902625, 7.5126175)",8
F,"(1.5, 1.25, 0.425)","(12.48795475, 7.5693165, 9.4970825)",11
M,"(1.0625, 0.8125, 0.3)","(4.025629, 3.01922175, 2.9766975)",9
F,"(1.5375, 1.1875, 0.3625)","(11.09882925, 5.5281525, 9.07184)",9
M,"(1.2625, 0.975, 0.3)","(9.39785925, 3.92640575, 4.7343665)",9
I,"(1.125, 0.8625, 0.275)","(6.67630725, 2.42388225, 3.21766825)",7
M,"(1.4, 1.0625, 0.3375)","(14.4298955, 5.71242425, 5.59902625)",9
M,"(1.475, 1.2, 0.4)","(16.11669075, 7.72523875, 9.4970825)",9
F,"(1.575, 1.25, 0.4)","(13.90542975, 8.50485, 9.7805775)",14
F,"(0.9375, 0.7375, 0.275)","(3.55786225, 1.63009625, 2.93417325)",7
F,"(1.2875, 1.0625, 0.3375)","(7.55514175, 4.55009475, 7.087375)",11
